602.0	80.1	58.6	0.1405
598.0	80.2	60.1	0.1395
599.5	79.6	60.5	0.1402
605.0	80.7	59.4	0.1405
599.1	78.4	60.4	0.1405
610.3	82.7	78.1	0.1397
606.7	84.3	62.6	0.1403
588.0	80.4	63.4	0.1404
599.55	81.0	58.9	0.1401
600.9	80.9	60.9	0.1409
601.3	82.1	61.0	0.1403
597.0	78.5	57.9	0.1399
598.4	79.8	58.7	0.1385
601.1	78.7	58.8	0.1378
589.9	80.0	61.2	0.1402
605.4	79.4	57.5	0.1404
